feature_name
FABP4
NDRG4
IL10RA
SPRR2F
SAXO2
SLFN12L_ENSG00000205045
SRPX
TNFRSF1B
CHRDL1
APOC1
RASGRP1
IKZF1
KLK6
DYNLT4
FOXJ1
IL10
SLC18A2
CCR6
CATSPERD
ACTA2
CD1C
C21orf58
IL1RL1
RBP7
CCL18
CCR1
S100A12
CST7
PTGDR
TUBA4B
SERPINE1
FLT1
RP11-128M1.1
NCKAP1L
NKG7
PROM1
FCGR3A
LINC02397
CLCA2
PRH2
PELATON
KLK11
SPP1
PRELP
CD48
CD3E
FHL5
VWA3A
KLRB1
CD1E
IQUB
FAM162B
ATP6V0D2
FCRLA
TSPAN7
RGS13
STOML3
KCNH2
LIF
HCST
SLC2A3
C1QA
CXCR5
LDLRAD1
CXCL6
SIT1
RHOJ
SPRR2A
IGFBP5
CPA4
RNASE6
LRRIQ1
TCF21
C1S
CPA3
TAMALIN
KIAA2012
CCN5
KRT6B
TAL1
TFF1
MFAP5
AGR2
MS4A1
CCL5
DNASE1L3
POSTN
TNF
ASCL3
ERG
APBA2
DPT
IKZF3
PLPP2
TFF3
CFAP45
MMP10
WNT10A
CSF3R
EMCN
PRSS21
DES
LYNX1
TAGAP
BPIFB1
CCDC17
TRGC1
LGALS3
FCRL6
IGHD
RP11-354E11.2
UPK3B
IGSF6
IGHG1
TRAC
C5AR2
PTPN7
MCAM
ADAMTS4
ADAMTS1
TTN
CFAP53
SLC8A1
CCDC113
KRT6A
FPR2
ADAM28
PEBP4
ITGAX
MARCO
CTB-61M7.2
LILRA1
APOE
ANXA3
COL5A1
RHEX
LAT2
LRRC32
CRNN
MUC7
FRZB
OGN
SLC35F3
ECM1
HLA-DPB1
FOLR2
GZMH
VWA3B
S100A16
HAVCR2
NLRC3
SH2D1A
BMX
RP11-251M1.1
SH2D1B
TCL1A
IGHG2
S100B
KRT23
NES
CLEC9A
IGFBP6
SLC44A4
SERPINB3
COL12A1
CD7
LINC02154
LYPD2
FAM107A
BCL2A1
GATA2
PTPRB
COL5A2
PLEK
PTN
RERGL
PRB3
CD86
GZMB
NPPC
TUBA1B
TREM2
SPINK1
PRR4
MZB1
SRGAP3-AS2
RGN
MS4A2
DCN
CD247
MUC5B
TMEM233
TRDC
S100A14
CFAP126
AGRP
DIPK2B
LUM
MUC16
CYP2F1
PLAC9
HIGD1B
RP4-539M6.14
EFCAB10
ICOS
ANKRD1
SPAG16
ARMC3
CLEC4O
CLEC10A
TPSAB1
S100A2
CD8A
SCGN
GPR146
COL1A2
C20orf85
GZMM
NOTCH3
SERPINE2
KIR2DL1
LAMP3
MS4A6A
AGER
TRBC2
IL2RB
VPREB3
TMPRSS11B
FCER1G
CD3D
CLCA4
CXCR6
PLVAP
HMGB2
KRT19
C16orf89
FAM166B
CDH6
MYO1F
SLAMF6
RIIAD1
PI16
ODAM
NR2F1
TBX21
ZG16B
