epoch,loss,lr,train_balanced_accuracy,train_logloss,train_accuracy,valid_balanced_accuracy,valid_logloss,valid_accuracy
0,1.2041637897491455,0.02,0.8508780798423361,0.3744297710505369,0.8880510111338332,0.8509636319587139,0.3754139390151516,0.8895449897750511
1,0.4545822204553593,0.02,0.956184167801414,0.1441583669254431,0.963136219041127,0.9541461039840256,0.14828604016899796,0.9624488752556237
2,0.35281030337015784,0.02,0.9695970871320476,0.10167728959243039,0.9742984548966145,0.9665392287092909,0.10547979426437683,0.9723159509202454
3,0.3129713312227128,0.02,0.9726553961039771,0.08464845378230583,0.9772267666439446,0.9693586709259253,0.09021803925418077,0.9746932515337423
4,0.29456226832685434,0.02,0.97769205958529,0.07520257795212479,0.9801124744376278,0.9755604896691427,0.07889765875972458,0.9784253578732106
5,0.27699998360976863,0.02,0.9806220311565297,0.06423951722345425,0.9828760508975233,0.9776181767198999,0.06821742007912121,0.9806237218813907
6,0.26407033640738825,0.02,0.9818833127884501,0.06200105009660687,0.9834355828220859,0.9794072895637829,0.06696910632497438,0.9813139059304703
7,0.2600685168950878,0.02,0.9822966936615928,0.057829169596647606,0.9840860031810952,0.9808724628172407,0.06133701169899838,0.9828732106339468
8,0.2545246359897636,0.02,0.9833467884424116,0.055329407862941334,0.9847023403771871,0.9806425869945963,0.059290457761366565,0.982540899795501
9,0.24820287211945183,0.02,0.9827768459857193,0.05804231489411453,0.9840178368552601,0.9804719762990514,0.06314096959018388,0.9823875255623722
10,0.2437783687958243,0.019,0.9841843290658585,0.05321162528292219,0.9849977277891389,0.9823174224056472,0.0580786871658191,0.9835633946830266
11,0.24108477599091,0.019,0.9835653380758491,0.05591761042515696,0.9848386730288571,0.9806888438882407,0.06126761801601725,0.9828732106339468
12,0.2376235376673135,0.019,0.9827808135536834,0.05264493511106253,0.9854692115428312,0.9793951036868846,0.0595402869164874,0.9827198364008181
13,0.23558876885656724,0.019,0.9859823173419828,0.04980394864952339,0.9863099295614632,0.9834760873602784,0.05537348814393132,0.9840490797546012
14,0.23704083263874054,0.019,0.9832299798710566,0.052815136502779345,0.9855061349693252,0.9800845768072631,0.05888871441757982,0.9830777096114519
15,0.23143927535118416,0.019,0.985736149532134,0.04836252455957202,0.9865286298568507,0.9831932802215656,0.053794273497356354,0.9843558282208589
16,0.23491054398623126,0.019,0.9843841226033156,0.0522128046443375,0.9853470802090434,0.9818696793826918,0.059440942046730755,0.983077709611452
17,0.23146523857674403,0.019,0.9850519341970879,0.04784239403805029,0.9866962054078618,0.9822976323152466,0.05371195817694003,0.9843558282208589
18,0.22796973612224847,0.019,0.9863175544444545,0.04547354357708667,0.9873920699840946,0.9832501647882352,0.051906359790986796,0.9853016359918201
19,0.229284804118307,0.019,0.9863667092396582,0.04469184912347905,0.9875170415814587,0.9836998886746923,0.050639418227062236,0.9853527607361963
20,0.22581727253763298,0.01805,0.9854140851527137,0.045380334507409234,0.9870654396728016,0.9821666817542258,0.05118057474218489,0.9846370143149283
21,0.22318328620746122,0.01805,0.9871055843554908,0.04383397958336169,0.9878465121563281,0.9843821956302191,0.048455268085165926,0.9854550102249489
22,0.22163884245861343,0.01805,0.9874807514348714,0.04383922706077714,0.987988525335151,0.9846647380122583,0.0488987143969337,0.9857361963190184
23,0.22313946145668365,0.01805,0.9859206547843757,0.04588000870841324,0.987110883890025,0.9832751194750327,0.05250253583123915,0.9850204498977505
24,0.222095326199169,0.01805,0.9855811114339972,0.044997648801096926,0.9872784594410362,0.9823012466510652,0.05231726662852948,0.9848159509202454
25,0.21924825945095708,0.01805,0.9864333538289436,0.0448496490574858,0.9872102931152011,0.9822936579553655,0.05214811016788755,0.9839212678936606
26,0.2194582438259794,0.01805,0.9870764967773025,0.04259212958889736,0.9875908884344466,0.9843396127589923,0.04898886397950234,0.9850460122699387
27,0.21819757744234208,0.01805,0.9878479472423877,0.041187718901086384,0.9887326743921836,0.9844721091176909,0.04797151394147972,0.9862730061349694
28,0.21836469762506533,0.01805,0.9875178675716367,0.04349176453645839,0.9876505339695523,0.9839973283644271,0.050584232045625066,0.985276073619632
