epoch,loss,lr,train_balanced_accuracy,train_accuracy,valid_balanced_accuracy,valid_accuracy
0,1.2494358452391032,0.02,0.8705134625159522,0.8899250686848096,0.869100509336309,0.889346334416757
1,0.45048021309631925,0.02,0.9358067214526476,0.9430885826718992,0.9334151607046746,0.9408932225833634
2,0.36425253724263723,0.02,0.9576748114544028,0.9606376518489389,0.9552112496756306,0.9586372938485614
3,0.32344958752640035,0.02,0.9594679728282723,0.9631951076619343,0.956251550582334,0.9601781629950645
4,0.3027012952842003,0.02,0.9665831375816629,0.9694763903490821,0.9609402442404774,0.964295172745877
5,0.2865449958596348,0.02,0.9706132441512301,0.9711055646065235,0.963868914036688,0.9657156614903094
6,0.2719229244249913,0.02,0.9711391946611716,0.9725769042478912,0.965466776521713,0.9675935957626098
7,0.26383461686205256,0.02,0.9729253710859508,0.974032192911353,0.9664799290295841,0.9681473456121344
8,0.2555209954908069,0.02,0.9749900061088231,0.975864679555602,0.9667384706667459,0.9687492476224872
9,0.2495004512554358,0.02,0.9772592328074744,0.9759823867269114,0.9696364402348907,0.9693752257132539
10,0.24289891000621575,0.019,0.9753786476875294,0.9770711780615233,0.9680972458213718,0.9704345732514748
11,0.2367852702121104,0.019,0.9762319394577655,0.977269140122362,0.970176386315182,0.9716624533525943
12,0.23501157304964776,0.019,0.9770464129062449,0.9778121982081759,0.9688183752894773,0.970506801492717
13,0.23236465971331952,0.019,0.9775310548407271,0.9786575497112162,0.9689518567363807,0.9709883231009991
14,0.22772494327923484,0.019,0.9801315006937522,0.980262647501799,0.9720603167168598,0.972721800890815
15,0.22526653923771597,0.019,0.9806426542341775,0.9804097814659357,0.9725737044380564,0.9734681593836524
16,0.2213581099736789,0.019,0.9812094487491659,0.9806077435267744,0.9732956631005149,0.9736607680269652
17,0.22025624348604975,0.019,0.9813096445050203,0.9812952604137406,0.9721539788915985,0.9732273985795112
18,0.21815581792149663,0.019,0.9811214608442276,0.9812471074800232,0.9725487687841142,0.9735644637053088
19,0.2157305719192363,0.019,0.9822348593580719,0.9815494008972497,0.9740508715516468,0.9739737570723487
20,0.21174315295436166,0.01805,0.9813201442359683,0.981228381339133,0.9718593743652546,0.9726977248104008
21,0.21347828369495297,0.01805,0.982541119658928,0.982271694903012,0.9722523538747595,0.9731792464186831
22,0.21105434049752134,0.01805,0.9807678805429068,0.981217680687196,0.9707844109784579,0.9724569640062598
23,0.21291176248187862,0.01805,0.983552214164826,0.9831839254806599,0.9734479218892492,0.974045985313591
24,0.2085781069087588,0.01805,0.9833674055992833,0.9830287660275703,0.9742061226807808,0.9745275069218731
25,0.20679499849307637,0.01805,0.9830355414243934,0.982790676521967,0.9728509831647557,0.9737089201877934
26,0.21015428302209238,0.01805,0.9825941789097893,0.9825071092456308,0.9730303914166472,0.9740941374744191
27,0.2068303202794603,0.01805,0.9818704568165305,0.9813648146513326,0.9719344875676077,0.9728662573732997
28,0.20571183530259723,0.01805,0.9826857824002474,0.9825285105495053,0.9724844109057328,0.9732755507403396
29,0.20171141267315415,0.01805,0.9809486446193049,0.9810571709081376,0.9710022275242753,0.9717346815938366
30,0.20532968837367602,0.0171475,0.983220012416103,0.9823358988146352,0.9732599913527179,0.9734681593836524
31,0.20214342652273573,0.0171475,0.9841084551346185,0.9836066012321801,0.9752764584462096,0.9752257132538823
32,0.20056562396613034,0.0171475,0.9837548152062419,0.9839195953013437,0.9736190825005423,0.9745756590827014
33,0.1980779093405432,0.0171475,0.984786528426973,0.9838928436715006,0.97503271177092,0.9749127242084988
34,0.1989113410149724,0.0171475,0.9839870326822151,0.9832401039033303,0.9747627151045869,0.9747441916456001
35,0.1974229824937079,0.0171475,0.9826305132005206,0.9829725876048997,0.9717970084305895,0.9732273985795112
36,0.19729180769486857,0.0171475,0.983198047950632,0.9830046895607114,0.9730059574287937,0.9737329962682075
37,0.19898538648589584,0.0171475,0.9846486907350993,0.9847488958264782,0.973327775557472,0.9748645720476706
38,0.19633275282777046,0.0171475,0.9845332551638135,0.9841844364367899,0.9732746352461602,0.9739737570723485
39,0.199906678116026,0.0171475,0.9843271628454598,0.9840159011687787,0.973750316705297,0.9741904417960757
40,0.19571160617446112,0.016290125,0.9841717104488029,0.9840105508428101,0.9737652731485209,0.9743108221981461
41,0.1951985871496279,0.016290125,0.9850167992215765,0.9841764109478369,0.9724625353683879,0.9729625616949561
