epoch,loss,lr,train_accuracy,train_balanced_accuracy,valid_accuracy,valid_balanced_accuracy
0,0.9319643289861023,0.02,0.9019339784503466,0.6541075845962072,0.9040419013736535,0.6590620002748268
1,0.33119002009852466,0.02,0.9413739619792739,0.772595883116284,0.9404091313370886,0.767725376652279
2,0.2616859040522979,0.02,0.9559261546908243,0.8325360143215513,0.9560480284613103,0.8332560946048302
3,0.22791624144982484,0.02,0.9616224006588429,0.8735089163434057,0.9619033501334124,0.8773515894023971
4,0.21329305737705553,0.02,0.9632118591723285,0.9000679039692815,0.9629410020753039,0.9060178026350009
5,0.20331840646468988,0.02,0.9677029716560291,0.9076441458473566,0.966572783871924,0.9107032237977867
6,0.19565862720295538,0.02,0.9692704687392767,0.9207659379142892,0.9680798497875284,0.9242543034271579
7,0.18783429429187612,0.02,0.971277194427287,0.9310195299862575,0.9696857396975985,0.9301594846468607
8,0.1807871511427022,0.02,0.9727842975773798,0.9412679612572562,0.9711680996145864,0.9456924672012491
9,0.1737277135252953,0.02,0.9710960126278224,0.9370831502907979,0.9702786836643936,0.9383104309148305
10,0.17216012942588935,0.019,0.9735117699540182,0.9469935686971178,0.9713904536021346,0.9431002799265874
11,0.17003699227914973,0.019,0.9727266488230045,0.9422724187627258,0.9701798596699279,0.9350781235320303
12,0.1663086833590168,0.019,0.9741486514309244,0.9468216881431677,0.9717363375827651,0.9456018951972801
13,0.1641628639930385,0.019,0.9729050854436895,0.9454771120702969,0.9713163356062853,0.9406565002213774
14,0.16643242020223106,0.019,0.9745878800356874,0.9509521546852787,0.971464571597984,0.9478001259830252
15,0.16119261654251713,0.019,0.9761004735433394,0.9493303626952198,0.9727739895246565,0.9410576421338598
16,0.16081163508154578,0.019,0.9754031981332784,0.9525098120691625,0.9720822215633955,0.9486575568793967
17,0.16072643586134502,0.019,0.9757545810170888,0.9627088068661026,0.9720575155647792,0.9477070136395795
18,0.1595576151068937,0.019,0.9759247821014343,0.9530628565589564,0.971835161577231,0.9408667105087806
19,0.15706437062156406,0.019,0.9745082698510741,0.9505752842402103,0.9720328095661627,0.9426496558499448
20,0.15658450499176974,0.01805,0.9768828494955734,0.9585363726247077,0.9727492835260402,0.9514068362259601
21,0.1566672403428514,0.01805,0.9769706952165259,0.9556509674494679,0.9737375234706986,0.9522717719853787
22,0.15390767889507753,0.01805,0.9771957998764669,0.9602442386070509,0.9734163454886847,0.948410028383223
23,0.1530698542877779,0.01805,0.9754333950998558,0.9559105708463823,0.9713904536021346,0.9441058330784626
24,0.14936106538368485,0.01805,0.9775416924027177,0.9648870257736389,0.9737375234706988,0.9533051187060702
25,0.15111569327823193,0.01805,0.9767153935900076,0.9657553555946059,0.9724281055440261,0.949163170830479
26,0.1506617838295839,0.01805,0.9768718687804544,0.960948108870121,0.9723786935467932,0.9526783653989589
27,0.1514999822918642,0.01805,0.9778518976048316,0.9628924606995337,0.9731692855025199,0.9504516089692286
28,0.14937535130371482,0.01805,0.9775911056207537,0.9673262095796034,0.9724281055440261,0.9510880060949866
29,0.1496487753623623,0.01805,0.9787385903506965,0.968837253107341,0.9736881114734657,0.9522890170516924
30,0.14808006856148523,0.0171475,0.9791668382403405,0.969163718983094,0.9731445795039035,0.9526074874528628
31,0.1450688706995067,0.0171475,0.9786452542721845,0.9571381631056145,0.9726504595315743,0.946363676270349
32,0.14495989642405904,0.0171475,0.9775197309724796,0.9640705807855309,0.9727245775274236,0.9487969010884468
33,0.1440154987750418,0.0171475,0.979040560016471,0.9661455607425274,0.9736881114734658,0.9499737807682886
34,0.14379296868534416,0.0171475,0.9791311509162034,0.9710670838948913,0.9729716375135883,0.9544713699958493
35,0.14472643222849244,0.0171475,0.9785601537300117,0.9678423687727665,0.9720328095661626,0.9495580352505341
36,0.14500056807014905,0.0171475,0.977478553290783,0.9663115560053535,0.9719586915703133,0.9495784817121221
37,0.14247239747289878,0.0171475,0.9795813602360854,0.9655561747610953,0.9733669334914516,0.9475343301863542
38,0.14319160403841633,0.0171475,0.9803005970763845,0.9653225292576112,0.9733916394900682,0.9455926601858372
39,0.14118441295320705,0.0171475,0.9765040148239654,0.965173213435881,0.9702786836643936,0.949304538415753
40,0.14429387753292672,0.016290125,0.978354265321529,0.9684827223038001,0.971884573574464,0.9503704753215861
41,0.14206345234129394,0.016290125,0.979433120581978,0.969092265927087,0.9732681094969858,0.9483811446391669
42,0.14266306906938556,0.016290125,0.9802347127856702,0.9697158543704143,0.9735151694831505,0.9503311338438065
43,0.14110242581721086,0.016290125,0.979905291332098,0.9690572235939081,0.9734410514873012,0.9502174343831563
44,0.14140321162797642,0.016290125,0.9802100061766522,0.9672963929162955,0.9727492835260402,0.9483467292504323
