epoch,loss,lr,train_accuracy,train_balanced_accuracy,valid_accuracy,valid_balanced_accuracy
0,1.7751747504086572,0.02,0.6924059925500965,0.38338452931988576,0.6916442378272571,0.382709200056038
1,0.7222106028610552,0.02,0.8519127763125697,0.658286709174092,0.8547222901884022,0.6629603114180502
2,0.5172330774891543,0.02,0.9083784224693439,0.7647425211248718,0.9094078786395889,0.7682444930459733
3,0.4228368107701691,0.02,0.936369939367574,0.8347098781123624,0.9358331294347932,0.8359622109817232
4,0.3687647963073891,0.02,0.9498966801707496,0.8659581273407088,0.9479447027159286,0.8661401042488575
5,0.3304520081466352,0.02,0.9569319448598386,0.8855152200482238,0.9545510154147296,0.885756541874791
6,0.30007518429151725,0.02,0.9629883901139238,0.8924896558883321,0.958832884756545,0.8889963558489944
7,0.2796600299402023,0.02,0.9682019630767558,0.9131360061845311,0.9641546366528015,0.9041908784962333
8,0.27050354237287816,0.02,0.9720356725305201,0.9390374011374105,0.9685588451186689,0.9333521531843469
9,0.255424867633363,0.02,0.9728173686070856,0.9376889425297161,0.9696598972351358,0.9327877158297708
10,0.2461262733583719,0.019,0.9746798444764675,0.9391802776622258,0.9700880841693174,0.9318340722361906
11,0.2351893746936825,0.019,0.9775279371380408,0.9583739566427847,0.9728407144604845,0.943541281461261
12,0.22443132102489471,0.019,0.9760936947714729,0.9571338838902437,0.9710056275997063,0.9414287024081829
13,0.22124119606656087,0.019,0.9776502895674162,0.9619598308076432,0.9705162711034989,0.9503529938968389
14,0.21798047045586813,0.019,0.9796894967236738,0.966364216357047,0.9713114754098361,0.952082808496642
15,0.21758358327435773,0.019,0.9795059680796107,0.9620731941603002,0.9712503058478101,0.9382226979821635
16,0.20632550225291454,0.019,0.9823540607411838,0.9712008075516154,0.9733300709566919,0.9570104608132544
17,0.20445767821560443,0.019,0.9821025585252454,0.9749484874695744,0.9716784927819917,0.9456829080542437
18,0.20151464410231146,0.019,0.9829930123168112,0.979657363493561,0.9719843405921214,0.9661211624463952
19,0.20230423669580003,0.019,0.9817490959514941,0.9769031858871104,0.9721678492781991,0.9649713597014771
20,0.20147002351955628,0.01805,0.9835503956061883,0.9796960609752534,0.9719231710300954,0.9677895544304518
21,0.19394542990436017,0.01805,0.9841621577530657,0.9799154953689818,0.9722290188402252,0.9529900076530724
22,0.19089897459661462,0.01805,0.9854400609043203,0.981832026481366,0.9740641057010031,0.9560402521216607
23,0.19212012853420957,0.01805,0.984400065254629,0.9754480953407374,0.9727795448984585,0.9574581382874359
24,0.18830330187166242,0.01805,0.9852905190461949,0.9676383701267947,0.9734524100807438,0.948247750310169
25,0.18451931380050282,0.01805,0.9840805894668153,0.9824718628886536,0.9708221189136286,0.9622408396040105
26,0.1817540748858116,0.01805,0.9858207129068218,0.9831343317349248,0.9727183753364326,0.9600207269124857
27,0.18155081024472142,0.01805,0.986962668914326,0.9837407136471261,0.9744922926351847,0.9614650299477543
28,0.18380224096103454,0.01805,0.9861129992658855,0.9856825197461725,0.9730853927085882,0.9677384616157767
29,0.17869561637791104,0.01805,0.9869898583430763,0.9837695962234317,0.972351357964277,0.9631525320553693
30,0.18138521447987624,0.0171475,0.9859702547649474,0.9830668673984748,0.9721678492781991,0.9541366944107876
