feature_name
IGLV2-11
CAMK2B
FYB1
EFEMP1
COL10A1
CASC8
TP53I11
CPEB4
STYK1
ATP6AP2
HTR1F
H1-3
KCNE4
CXCL3
VCAM1
LILRB4
GPX3
CPED1
IGLV1-47
VGLL1
IGHV3-48
ADA2
KRT79
CCL1
OR6C4
DST
TRBV28
PDPN
MACROD2
UBE2H
ID4
KCNJ12
LINC01705
IGLV3-9
PLAC8
ADAMTS2
FCGR2A
DLC1
SPRR2E
ENSG00000285108.1
TCN2
H1-1
SLCO2A1
SLC12A2
BAIAP2L2
IGKV1-17
ENSG00000232806.1
MPRIP
ANGPTL4
STEAP3
LYVE1
PODXL
IGHV3-72
SLC66A2
AQP5-AS1
FKBP2
TMEM178A
DYNAP
ADAMTS18
LY6D
SELENOS
SCGB1A1
CLIC3
NOS2
ENSG00000268628.2
SMC1B
BCAS1
LGALS3
MS4A7
TFAP2B
COL1A2
IGLV6-57
TYMS
FOXE1
IGHV3-64D
H4C14
IFITM2
DSG3
MASP1
CCNB1
CYTL1
TRIP6
ENSG00000256001.3
FAM3B
ALDH3A1
RILPL2
THBD
CLEC10A
CPB1
ADAM12
BID
METAP2
SORT1
NCOR2
NKG7
THSD7A
CCL11
CPLX3
BGLAP
FMO3
FCGR1A
LINC01480
SCGB2A1
C2_ENSG00000166278
ATP2A3
THY1
CDH5
LTBP4
CXCL14
TNS1
TMPRSS11E
IGFBP6
ENSG00000225107.1
FXYD3
IBSP
RMND5A
NEK6
RNF19B
ZFHX3
FPR3
BIRC5
MPEG1
SAMHD1
ENSG00000176320.2
KRTAP2-3
JUN
PLAUR
FGFBP2
TRBC2
CAPN3
ABCC5
KRT4
DNAAF1
CD300E
SLK
PKDCC
CSN3
IL18BP
LIFR
SYCP2
HSPB6
NUDT8
C2orf42
EMP2
HEXB
MAP2K3
ASPG
ENPEP
GLIPR2
AICDA
OLAH
PODN
CALML5
HOTAIRM1
S100A7
FBXO32
TPPP3
IL18
COL6A3
MYLK
EXPH5
ARHGAP10
PAX2
WNT2
EPOP
HPSE2
CEL
NXN
PADI1
IGKV2D-30
LIF
CFD
TM4SF18
SGTA
FGF1
ASB11
HAPLN1
ELF3
DMXL2
SCX
CDA
GCOM1
PRH2
IGFL2-AS1
MAP3K5-AS2
KRT80
MBOAT2
PI3
MT1F
