feature_name
Cr2
Izumo1r
Myadm
Srpk3
Csf1r
Gata2
Hpse
Ncr1
Zmynd15
Sash1
Csf2rb
Cd300lf
Mmp9
Scarb1
Adam8
Havcr1
Ypel4
Nuggc
Fcgr1
Pfkfb3
Arhgef37
Cyp11a1
Cd79b
Tifab
Klf1
Cd8b1
Kctd12
Nr4a1
Slc12a2
Tmem123
Basp1
Relb
Erp44
Il12rb2
Slc11a1
Bst2
Plxnc1
Hck
Cd5l
Igf1
Cd24a
Rrm2
Slpi
Cd79a
Clec10a
Lyn
F10
Ccl6
Hmox1
Snx29
Tyrobp
Xrcc1
Slamf8
Fam129a
Adgrg1
Gpr141
Klra7
Klk1
Icos
Spi1
Tnfrsf1a
Jaml
Mef2b
Ace
Ifi211
Clec4a3
Bex6
Irf5
Slc46a3
Itgam
Cxcr2
Tnfsf13
Tbc1d8
Lifr
Sdc3
Pilra
Apoc2
Plxnb2
Adamdec1
Adam23
S1pr2
Cd101
Rnd3
H2-Oa
Plek
Fmnl2
Klrg1
Themis2
Cdk1
Cybb
Sat1
Fcrl1
Ddr1
Sox6
Ifitm2
Olfm1
Il4i1
Car1
Tnfrsf13c
Slamf7
F13a1
Xdh
Ms4a6c
Cd200r3
H2-Eb1
Klrb1f
Nav1
Cdca3
Stx7
Plod3
Ptprs
Fn1
Grn
Sp140
Krt80
Ifitm3
Clec4d
Rogdi
Mmp8
Adssl1
Msr1
Gpr35
Atp1b1
Ighd
Clspn
Retnlg
Fes
Fpr1
Cd19
Nucb2
Cd180
Apol7c
Cd22
Gzmk
Ptpro
Pdlim4
Tcrg-C2
Tmem176b
Shtn1
Cd40
Hip1
Gas7
Ldlrad3
Tmem51
Iglc3
Tmem176a
Fcgr4
Anxa2
Fcer1a
Slc1a3
Gadd45b
Scd1
Cd244a
Ccl9
Pkhd1l1
Adgre1
Cd209a
Net1
Hist1h2bc
Dusp1
C6
Igha
Hebp1
Kcnj10
Rnf149
Slc16a3
Mafb
Pirb
Lst1
Sema6d
Cd7
Cd300a
Klra8
Cd209d
Mybl1
Cenpf
Gm2a
Slco4a1
Rgs2
Oasl2
Syvn1
Fcer2a
Siglece
Il7r
Nfam1
Esco2
Lmo7
Plekho1
Fgl2
Stmn1
Cebpb
Iglc2
Daam1
Smpdl3a
Mrc1
Pdzd4
Aqp9
Cfp
Maf
Thbd
Cd36
Pir
Tsc22d1
Trdc
Nkg7
Il2rb
Serpinh1
Cxcl16
Lair1
Lrp8
Cd38
Pltp
Lilra5
H2-Aa
Cd4
Hist1h2ae
Ifi204
Ctsh
Dscaml1
Fads3
Klri1
Alas2
Pik3ap1
Rasgrp3
Slc25a19
Nfe2
Creg1
Styk1
Tex2
Gcnt2
Litaf
Pygl
Hist1h3c
Dnase1l3
Nusap1
Unc93b1
Gzmb
Il1f9
Fads2
Hp
Snx22
Klrb1a
Lmnb1
Cst3
Hpgd
Arhgef10l
Gsn
Naaa
Obscn
Fcmr
Alox5ap
Fscn1
Pld4
Cd177
Il2ra
Gngt2
Havcr2
Zeb2
Wdfy4
Adam11
Tlr13
Ccnb2
Fos
Rras
Cd160
S1pr5
Rgs12
Kmo
Paqr9
S100a11
Samd3
Aicda
Dennd5b
Ncf2
Klre1
Grm8
Emilin2
Stra6l
Adap1
Birc5
Mzb1
Klrc1
Itga2b
Fcgr2b
Trem1
Skap2
Nek2
Axl
Csf3r
Fpr2
Ikzf3
Pafah1b3
C1qa
Klf4
Siah2
Ffar2
Rgs13
Cebpd
Ccdc88a
Tgfbi
Clec9a
F2r
C1qc
Nek6
Cox6a2
Atp8a2
S100a6
Hdc
Ctsw
Pclaf
Lrp1
Coch
Klra17
Slc8a1
Metrnl
Plcg2
Ctsl
Neil3
Slfn4
Ly86
Tcf4
Kif11
Ccr5
H2-Ab1
Klra2
Asb2
Aif1
Clec4e
Trbc1
Klrb1c
Irf8
Clec4n
Hist1h1e
Iglc1
Uhrf1
Il1r2
Hfe
Tbx21
Il18rap
Bst1
C1qb
Sirpa
Cma1
H2-Eb2
Id2
Gda
C5ar1
Tnfaip2
Zfp366
Ifitm1
Il1b
Arhgap22
Ect2
Ccr1
Cldn13
Ccna2
Rab44
Ccr9
Pstpip2
Grina
Ly6a
Cd8a
S100a4
Grk3
Eno3
Mcpt8
Cdh1
Cxcr6
Mgst1
Itgad
Klri2
Cyb561a3
Dapl1
Zbtb20
