epoch,loss,lr,train_balanced_accuracy,train_logloss,train_accuracy,valid_balanced_accuracy,valid_logloss,valid_accuracy
0,1.8815543138980866,0.036801717024638164,0.6810694275596721,0.8793750924190099,0.704096557318617,0.6829069516446252,0.8789296981654352,0.70574788924529
1,0.7977860462665559,0.036801717024638164,0.8080237974807295,0.5354085184247281,0.8225521646325227,0.8042508312019576,0.5402232479918264,0.8197839472034804
2,0.6056983196735383,0.036801717024638164,0.870373702129351,0.36935327138332436,0.8763904081808237,0.8677311279325158,0.37892981337459225,0.8737602772554659
3,0.5171204400062561,0.036801717024638164,0.8984444177937801,0.2882622913305676,0.9032132512301144,0.8914076213087356,0.30053310656801785,0.8975777015816835
4,0.46850825190544126,0.036801717024638164,0.9160843603876692,0.23666049927755883,0.9202607309808549,0.911716948029767,0.2481819938352315,0.9170814437930908
5,0.4263271027803421,0.036801717024638164,0.9264140221387046,0.2048261467965081,0.9309456209568056,0.9202120984898804,0.21864714967838098,0.9262618441912768
6,0.4007379311323166,0.036801717024638164,0.932619680107747,0.18919179097461006,0.935386733201411,0.9250482705158038,0.21322513145203761,0.9289901559561996
7,0.3774737578630447,0.036801717024638164,0.9336453858788328,0.18089866603982982,0.9378203316085102,0.9232879434850632,0.20827476845799384,0.9289164178003908
8,0.3698293030261993,0.036801717024638164,0.9404706701964117,0.16036370244826706,0.9447605937324598,0.9294318264062538,0.1923582828630653,0.9347786011871843
9,0.3557382690906525,0.036801717024638164,0.9430626728626915,0.15553191359154955,0.9472638405788195,0.9290827715076729,0.19091025477062798,0.9352210301220367
10,0.3404952800273895,0.034961631173406255,0.9360045170998843,0.15821225507469852,0.9446294907879697,0.9222009599409041,0.19542196339725795,0.9322715038896877
11,0.3350610119104385,0.034961631173406255,0.9507847455584644,0.13613343207336434,0.954433532855627,0.9310819997487384,0.18430967938640966,0.9366589241603066
12,0.3271083748340607,0.034961631173406255,0.9537522234616863,0.12806126616379113,0.9565967314397152,0.9389210614305407,0.16857609293601875,0.9428529292482395
13,0.3137727397680282,0.034961631173406255,0.9511554563879366,0.13463838451019036,0.9546219933383316,0.9359235334576539,0.172702306704399,0.9408988681193083
14,0.30823851346969594,0.034961631173406255,0.9540302117438095,0.12464638667688428,0.9580470577631379,0.9347416226909044,0.1756862825583868,0.9408251299634994
15,0.3012335258722305,0.034961631173406255,0.9559692009481052,0.11759789552257267,0.9598702080849547,0.9356561950173302,0.16591812996146857,0.9418205950669174
16,0.29883669078350056,0.034961631173406255,0.9586341212508799,0.11265632202169418,0.9619555642957519,0.938711233829448,0.16459415574157815,0.9440696088190834
17,0.2961745047569274,0.034961631173406255,0.9585173082282473,0.11161169926098584,0.961341019243454,0.9379881304448904,0.16541138660291196,0.9423736312354828
18,0.2877652934193613,0.034961631173406255,0.9598442531747303,0.1086281690807025,0.9630453575218265,0.9403327116717538,0.1680214070315498,0.9455075028573535
19,0.28222350597381585,0.034961631173406255,0.962994506135458,0.10070957503246418,0.9663270281010968,0.9423271865353007,0.15850218453059586,0.9474615639862848
20,0.2778272125124932,0.03321354961473594,0.9663917173160375,0.09336639441901874,0.9688015961783493,0.9425655745442967,0.1534528627955156,0.9470191350514323
21,0.27158755362033826,0.03321354961473594,0.9646787335651462,0.09551783980752504,0.9678019362266115,0.9408163443296464,0.15842700230329768,0.9453600265457361
22,0.2733752581477166,0.03321354961473594,0.962683804254334,0.09808309914664455,0.965880458696427,0.9389731948746242,0.16512403225698535,0.943811525273753
23,0.27151431381702434,0.03321354961473594,0.9675699538467862,0.08996406519550303,0.9700675589860825,0.9413401503590002,0.158026727426995,0.945544371935258
24,0.2676061490178108,0.03321354961473594,0.964791617536377,0.09329535851886887,0.9679944936763314,0.9384026270042511,0.16569889915193928,0.9432953581830917
25,0.2644942981004715,0.03321354961473594,0.9666622227945548,0.08745845914446143,0.9699651348106997,0.9389570825113763,0.16489280003349946,0.9448069903771708
26,0.2597240942716598,0.03321354961473594,0.967152162312523,0.08792491950874552,0.9693956563955703,0.9404447868286946,0.16217255337945355,0.9448807285329793
27,0.2524918621778488,0.03321354961473594,0.9664254881930662,0.08837697855583238,0.9695923108123057,0.9361383154100191,0.17241993879962256,0.9415256424436825
28,0.25596665769815435,0.03321354961473594,0.9695610266936109,0.084706469957563,0.9723659574816764,0.9386138924555248,0.16581922735902235,0.9441433469748922
29,0.24956919610500336,0.03321354961473594,0.9684908016692222,0.08358353697033881,0.9710795098388663,0.9415601174166635,0.16341483506344254,0.9454706337794492
