epoch,loss,lr,train_balanced_accuracy,train_accuracy,valid_balanced_accuracy,valid_accuracy
0,0.0979477604312345,0.02,0.9958608559469179,0.9965712271481904,0.99503371142637,0.9959865416967074
1,0.0919555432417176,0.02,0.9964835650502598,0.9969557624212905,0.9949357681692069,0.9958183129055516
2,0.09065239722571096,0.02,0.9971347606309063,0.9974604649672344,0.9962750545217577,0.9968997837058399
3,0.0893523699857972,0.02,0.9974926030084981,0.9975859730077602,0.9963791394946308,0.996731554914684
4,0.09106281892327237,0.02,0.9970210146774199,0.9974791576541212,0.9960757815485768,0.9966594568613315
5,0.09244132029616145,0.02,0.9975956518488313,0.9978156260180838,0.996443383993758,0.9969718817591925
6,0.09059583094001802,0.02,0.9975700309309352,0.9978636929272214,0.9962191529232304,0.9968757510213891
7,0.08839044916974612,0.02,0.9979399421629105,0.9980586309476124,0.9964032103592562,0.9969238163902908
8,0.08847894889017767,0.02,0.9978755700461127,0.9980666420991353,0.9959464469626954,0.9966354241768806
9,0.08689093183387411,0.02,0.9979576398323794,0.9980105640384749,0.9964272395787871,0.9968036529680365
10,0.08640759148873574,0.02,0.9980392269866729,0.9980880051698632,0.9963232378961031,0.9966594568613315
11,0.09083695574240254,0.02,0.9981614737474476,0.998200161291184,0.9965876009560382,0.9968757510213891
12,0.08657456146291467,0.02,0.9981913435194006,0.9981814686042972,0.9969400295091587,0.9971401105503485
13,0.08605386621572754,0.02,0.998042401295301,0.9981601055335694,0.9966195149801292,0.997068012496996
14,0.08466991394265624,0.02,0.9982241849761039,0.9982455578164805,0.9968199250565984,0.9970920451814468
15,0.0862801001399509,0.02,0.9981544586083445,0.9982615801195264,0.9964992855922855,0.9969718817591925
16,0.08563815537563044,0.02,0.998376694955886,0.9983897585438931,0.9966756664492239,0.997068012496996
17,0.08634214023174334,0.02,0.9983268428854063,0.9983069766448228,0.9967877611619403,0.9971160778658977
18,0.08617779483233605,0.02,0.9980939243687165,0.9981173793921139,0.9964753813080379,0.9967796202835858
19,0.08524281870235097,0.02,0.9984001394488072,0.9983497027862785,0.9970280117121554,0.9971641432347994
20,0.0861359313130379,0.02,0.9982757066362525,0.9983550435539604,0.996507461912507,0.9969238163902908
21,0.08526820874164913,0.02,0.9982854944803582,0.9983310100993917,0.9966998206040382,0.9970199471280942
22,0.08934490604341523,0.02,0.9981592030547999,0.9981814686042972,0.9967370724013073,0.9968997837058399
23,0.0889444637520254,0.02,0.9983142856001134,0.9983416916347556,0.9966435025545657,0.9968517183369382
24,0.08745966137440736,0.02,0.998251788111471,0.9983123174125049,0.99655543706138,0.9969238163902908
25,0.0864420030112109,0.02,0.9982256597688587,0.998309647028664,0.9966276496552564,0.9968517183369383
26,0.08626983890479262,0.02,0.9984326663764521,0.9984298143015078,0.9969960976880642,0.9971881759192502
27,0.08590661066253326,0.02,0.9985271300159195,0.998504585049055,0.997036104742188,0.9972362412881518
28,0.0845117758928744,0.02,0.9984385016686413,0.998512596200578,0.9969480808940968,0.9972843066570536
29,0.08417963332011678,0.02,0.998450783312411,0.998512596200578,0.996955965698657,0.9972843066570536
30,0.08373958836040221,0.02,0.9985955663046543,0.9986514561603085,0.9968998975197515,0.9971881759192502
31,0.08404200342445331,0.02,0.9986045697453179,0.9986594673118314,0.9968838363949697,0.9972122086037011
32,0.08385201371159436,0.02,0.9985169401816137,0.9985072554328959,0.9966435858447547,0.9968757510213891
33,0.08367737970692068,0.02,0.9982404949843525,0.9982295355134347,0.9965769192495287,0.9968276856524874
34,0.08252687601387991,0.02,0.9986142603938024,0.9986274227057398,0.996836831769007,0.997068012496996
35,0.08305626639649888,0.02,0.9985159430141425,0.9985633334935563,0.9967878860972239,0.9969959144436432
36,0.08494538727624361,0.02,0.9984624428567174,0.9984725404429633,0.9968840029753476,0.9971160778658975
37,0.08538697549134247,0.02,0.9984612589790984,0.9985366296551467,0.9963935408207515,0.9968757510213891
38,0.08205767671677688,0.02,0.9985605463695917,0.9986007188673299,0.9969882128835041,0.9971401105503483
