epoch,loss,lr,train_balanced_accuracy,train_logloss,train_accuracy,valid_balanced_accuracy,valid_logloss,valid_accuracy
0,1.0575294051652757,0.02,0.9098671656741196,0.2627677877900808,0.914852060665005,0.9083313997538316,0.2677664410252805,0.9128545296018327
1,0.49344697043821467,0.02,0.9400353102223663,0.18533023682842886,0.942144854416145,0.9388320175073932,0.1910970723788627,0.9410151642076829
2,0.43672355249929984,0.02,0.9477646540593643,0.15717563575111076,0.9512107926569813,0.9463021257798697,0.16423509902497396,0.9496179029969397
3,0.4109179404806998,0.02,0.950140508597987,0.1514951442416411,0.9530799799404293,0.9478529361745955,0.15930771527199797,0.9511052604585164
4,0.39674158759618094,0.02,0.9542149434974956,0.13809824079374566,0.9565444349887544,0.9519249549288862,0.14573235970934278,0.954151778845332
5,0.38292737612464556,0.02,0.9554525564566647,0.1370820094420883,0.9567032399246248,0.9527510967359192,0.1467033568229678,0.9540868138067802
6,0.3762794562003029,0.02,0.9562401520470433,0.13276741065577166,0.9578224727980063,0.9535556418373587,0.1412135999379222,0.9552835382011521
7,0.3722550278739705,0.02,0.9563461633660676,0.1318083648105417,0.9579117530849188,0.9533483741077253,0.14147123053653785,0.9551843810370473
8,0.3679658006949183,0.02,0.9544186151565619,0.1353188706880444,0.957278432922011,0.9517809612747646,0.14457648739734186,0.9549792282837263
9,0.3639375545403373,0.02,0.959163465631048,0.1252854992518757,0.9601000699045651,0.9562987092055646,0.13498899776574075,0.9574171268356897
10,0.35867065614531474,0.019,0.9594591007124507,0.12558961453605383,0.9604606102972465,0.95584101687306,0.13640066608803872,0.9570512710922674
11,0.35473948276460415,0.019,0.9582584532362972,0.12334113938616653,0.960410081454015,0.9549971391025022,0.133858230493539,0.9575162839997949
12,0.353521940251269,0.019,0.9599355185455327,0.12186635720411738,0.9612481764026504,0.9565621479519486,0.13238828190056212,0.9581214846220915
13,0.34885688560945965,0.019,0.9584902183075406,0.12390969931039093,0.9605502705002735,0.9545988763136805,0.13585919903246285,0.9570410134546015
14,0.3472559275214309,0.019,0.9601359715987206,0.12107544731229072,0.9615171570117319,0.9572697953362447,0.1316201763126741,0.9588121655582718
15,0.34596244486389466,0.019,0.960713419128728,0.121294477451245,0.9618001945170507,0.9573817997452803,0.13125684283178746,0.9588019079206059
16,0.34341235273311105,0.019,0.9599715149244021,0.11997191698507517,0.9616630447997082,0.9568868213210321,0.13113657323170286,0.9586719778435027
17,0.3422975305917198,0.019,0.9602635704396707,0.11667399507824032,0.9627150325208195,0.9565827203899575,0.12855006047462147,0.9593455627169062
18,0.3414533300622427,0.019,0.9613539599920502,0.11563998444743254,0.963080131906875,0.9577570714278822,0.12660669729560142,0.9597456105858821
19,0.3372576610703414,0.019,0.9623433045949904,0.11181945464015781,0.9642764877515045,0.9591450507681261,0.1221241562708479,0.9612329680474586
20,0.3367357193727901,0.01805,0.9625346308234747,0.11213744047253527,0.963991550665613,0.9590062592390645,0.12430045509770575,0.9610073000188057
21,0.34042261691640774,0.01805,0.9605115736873578,0.11895820501628303,0.9621922679472373,0.9575152931566471,0.12932837863655205,0.9591438291761408
22,0.338297467113469,0.01805,0.9627506816689037,0.11013478821102565,0.9648121694729804,0.9603428724348653,0.11935667545911972,0.9622826663019508
23,0.33270013007672383,0.01805,0.9622353846686229,0.11160858533024576,0.9646560239499118,0.959402281827183,0.12215944250028041,0.9619783563845246
24,0.3343044052676005,0.01805,0.9602013487481379,0.11958270645537113,0.9615498297975806,0.9562064079813833,0.13219250851599468,0.9577077599028943
25,0.33244426560077234,0.01805,0.96387146304205,0.10852730904208516,0.9652372956051304,0.9605788735249134,0.11924883521623295,0.962091190398851
26,0.33297050926935795,0.01805,0.9535051787332364,0.1554703784556026,0.9554088657224484,0.9502630688151281,0.16528130457648582,0.9523498538286633
27,0.3310546583354706,0.01805,0.9629347152662385,0.11503214996342384,0.9634243359066318,0.9603668013042975,0.12570942976423996,0.9608978852170346
