epoch,loss,lr,train_mse,train_mae,train_rmse,valid_mse,valid_mae,valid_rmse
0,0.8516369963748548,0.026855767467816892,0.89135706,0.5932611,0.94411707,0.9061896,0.5973726,0.95193994
1,0.5672270991379702,0.026855767467816892,0.6805972,0.5279044,0.8249831,0.69965976,0.5341369,0.83645666
2,0.5032717176253282,0.026855767467816892,0.5878752,0.492534,0.7667302,0.61695975,0.5016954,0.78546786
3,0.46905293381666835,0.026855767467816892,0.56208354,0.48341718,0.7497223,0.6007904,0.49540484,0.77510667
4,0.44477622097806085,0.026855767467816892,0.5165869,0.46585593,0.7187398,0.5634867,0.48001572,0.7506575
5,0.42928669931767843,0.026855767467816892,0.5171196,0.46895197,0.71911025,0.5697363,0.4854179,0.7548088
6,0.415641252187234,0.026855767467816892,0.5010736,0.4602077,0.70786554,0.56213915,0.47887796,0.7497594
7,0.4029309994812253,0.026855767467816892,0.48641813,0.4545883,0.6974368,0.5533725,0.47530848,0.7438901
8,0.39422419365448297,0.026855767467816892,0.46376866,0.44632655,0.6810056,0.5371575,0.46921796,0.7329103
9,0.3838600718145129,0.026855767467816892,0.4456019,0.44108987,0.6675342,0.5283046,0.4673627,0.7268456
10,0.37469977781742436,0.025512979094426045,0.446645,0.43884698,0.66831505,0.52771544,0.46444702,0.72644025
11,0.37038726802868177,0.025512979094426045,0.43873605,0.43896022,0.6623715,0.5300988,0.4684403,0.72807884
12,0.3709225633853598,0.025512979094426045,0.4426583,0.43857846,0.6653257,0.53225946,0.46713826,0.72956115
13,0.3642460021037091,0.025512979094426045,0.43080202,0.4322496,0.6563551,0.523452,0.4612717,0.72349983
14,0.3576312170752996,0.025512979094426045,0.4139544,0.42622325,0.64339286,0.51093787,0.45735434,0.71479917
15,0.3493839281646512,0.025512979094426045,0.40554374,0.42393354,0.6368232,0.50897926,0.45697537,0.71342784
16,0.34913031455082233,0.025512979094426045,0.40514845,0.4224417,0.6365127,0.51631415,0.45815122,0.71855
17,0.34885860149618947,0.025512979094426045,0.400083,0.42354152,0.63252115,0.5122667,0.4604303,0.7157281
18,0.3401880996136726,0.025512979094426045,0.39898127,0.42247272,0.6316497,0.5137846,0.46003744,0.7167877
19,0.34065477248234094,0.025512979094426045,0.39407635,0.4184543,0.627755,0.5102783,0.45550779,0.71433765
20,0.3341191593981995,0.024237330139704742,0.386752,0.41448176,0.6218939,0.50372726,0.45201635,0.7097375
21,0.3317839348617987,0.024237330139704742,0.38126382,0.4145713,0.6174656,0.49836954,0.45449272,0.70595294
22,0.32989152436014985,0.024237330139704742,0.38556257,0.41502362,0.6209369,0.50287145,0.45430273,0.7091343
23,0.33128090693226336,0.024237330139704742,0.41419715,0.4276394,0.6435815,0.53083056,0.46419376,0.7285812
24,0.33592518164387225,0.024237330139704742,0.38114363,0.41182697,0.6173683,0.50304836,0.45164245,0.70925903
25,0.32465009976036946,0.024237330139704742,0.38674077,0.41554675,0.6218849,0.5103811,0.45709416,0.7144096
26,0.32665280394161816,0.024237330139704742,0.37715194,0.4126149,0.614127,0.50327307,0.45415676,0.7094174
27,0.32092598476741874,0.024237330139704742,0.37175748,0.41148973,0.60971916,0.50373226,0.45623574,0.709741
28,0.3199198136601267,0.024237330139704742,0.3684729,0.40707552,0.60701966,0.49865505,0.45101935,0.7061551
29,0.3170806933430177,0.024237330139704742,0.3754542,0.40884832,0.61274314,0.50770974,0.4524714,0.7125375
30,0.313826855790766,0.023025463632719505,0.36757565,0.4063298,0.60628015,0.50507176,0.45131135,0.710684
31,0.32676398112804084,0.023025463632719505,0.46079704,0.4420414,0.6788203,0.5794944,0.48001394,0.7612453
