epoch,loss,lr,train_accuracy,train_balanced_accuracy,valid_accuracy,valid_balanced_accuracy
0,1.2431808067606633,0.02,0.8346654394120437,0.7157296387516231,0.830394690175812,0.7127053814305535
1,0.6464636155537197,0.02,0.856347876019135,0.7689070592811831,0.85099052540913,0.7610998761957927
2,0.587638829951678,0.02,0.8736448477120567,0.8309848531325129,0.8678117241728733,0.8265044590644175
3,0.5603394460626495,0.02,0.873840476602644,0.8372764507219967,0.86734306125551,0.8279315817184022
4,0.5407267429611894,0.02,0.8796910470930813,0.8473843904563134,0.8717130262957896,0.8360590043994219
5,0.5280630565308905,0.02,0.8811477082568059,0.848561522899464,0.873689010487916,0.8354196537626063
6,0.523850623147312,0.02,0.8815488178526141,0.8532314744142049,0.8735116785732381,0.8406004686655498
7,0.5133446826563255,0.02,0.8863607256002218,0.8597387510359337,0.8763363226427522,0.8437687098122327
8,0.5077195468145018,0.02,0.8842285114330308,0.8596504791346596,0.8730810153518772,0.8457617532687425
9,0.5051348681573742,0.02,0.8879989416336279,0.8687917227851361,0.8749556670213305,0.8494698755437913
10,0.4976581768556075,0.019,0.8876400541005364,0.8620171066841289,0.8759943253787302,0.8405135173185646
11,0.4924900305993629,0.019,0.8917651496279532,0.8710735136785122,0.8790089679282566,0.8556733830716775
12,0.4937182338464828,0.019,0.8913415215986963,0.8646987363838127,0.8810989512083903,0.8499910423254051
13,0.4882732231121559,0.019,0.8911360408934752,0.8708539428074706,0.8791736332776005,0.854151516808323
14,0.49000718686487765,0.019,0.8938466973198843,0.8688821164665314,0.8811749506003951,0.8523148496970193
15,0.48625313551911026,0.019,0.8913443364028772,0.876282318022754,0.8786289709682323,0.8588738110125624
16,0.48505634972543427,0.019,0.8925167023443096,0.8709495936664152,0.8792496326696053,0.8495079288956789
17,0.48188179679763266,0.019,0.8905815244697964,0.8642722028925994,0.8781983077468715,0.8399326569697512
18,0.4782799251409836,0.019,0.8917918902676738,0.8701106411181193,0.8801236256776613,0.8496491350870391
19,0.4785780551887694,0.019,0.8917623348237722,0.8666183048365056,0.8772356487814764,0.8478154333340374
20,0.4766152770746322,0.01805,0.8940831408710975,0.8752909916994117,0.880288291027005,0.8505951608524124
21,0.4764977942555498,0.01805,0.8963645396598873,0.8713564615217811,0.8818336119977707,0.8414047559677909
22,0.4712263842423757,0.01805,0.8911979665854596,0.8706940685184973,0.8767416527334447,0.8486538700980882
23,0.4709572790763078,0.01805,0.896592538798557,0.8806776781239184,0.8819856107817804,0.8601579578899426
24,0.47057496636976925,0.01805,0.8989330484751502,0.8797080175244091,0.8819729442164462,0.8528391004662064
25,0.4713277696789085,0.01805,0.8949529153630605,0.8740045017910133,0.8792116329736029,0.8509333469168143
26,0.4691265132520106,0.01805,0.895362469371412,0.8745762745068442,0.8799336271976491,0.8521673014317311
27,0.47145998142498396,0.01805,0.8947206940181189,0.8780620477168997,0.8783249734002129,0.854679938785143
28,0.4705475357187775,0.01805,0.8965038724668521,0.8752448327984945,0.8799082940669808,0.8518754157358721
29,0.46691379634848923,0.01805,0.8953920248153137,0.8863152379562811,0.8810229518163855,0.8611137374315763
30,0.4655129699221937,0.0171475,0.8952836548543409,0.8744613119230024,0.8800729594163247,0.8497579993341696
31,0.4641002852679331,0.0171475,0.8985643091274248,0.8817453702716627,0.8818716116937731,0.856466510061975
32,0.4651354170722879,0.0171475,0.8911135224600263,0.8662719727701623,0.8755256624613669,0.8444777635001491
33,0.46472823000573493,0.0171475,0.898990751960863,0.8720353825136634,0.8829482697471754,0.8447143681001368
34,0.4613278176619377,0.0171475,0.8979703854452105,0.8803771232132105,0.8806809545523636,0.8580777556039189
35,0.4605860872702165,0.0171475,0.898848604349717,0.8793719773237654,0.881592947256422,0.8544668567233739
36,0.4612538760358637,0.0171475,0.8993088248333284,0.8809443846978517,0.8825176065258145,0.853733945078901
37,0.4602678334300136,0.0171475,0.8953934322174043,0.8753878545132262,0.8777549779601763,0.8513545870301643
38,0.45932783412210876,0.0171475,0.9001293402521221,0.8807380739235535,0.8818462785631049,0.8528842239576696
39,0.4595612597155881,0.0171475,0.8999604520012553,0.8816588822789884,0.8814282819070781,0.8562156236327456
