epoch,loss,lr,train_balanced_accuracy,train_accuracy,valid_balanced_accuracy,valid_accuracy
0,2.3244332396794873,0.02,0.5675970715258659,0.5675994424788249,0.565831315459346,0.565816678152998
1,1.0796665265446617,0.02,0.8814992345566014,0.881496117263245,0.8868042589297002,0.8868366643694005
2,0.5943345640386856,0.02,0.9487818707028266,0.9487815711681906,0.9518907236144742,0.951895244658856
3,0.4539371728897095,0.02,0.96713111273669,0.967130757095376,0.968846335249098,0.9688490696071674
4,0.3930573832421076,0.02,0.9736864605404769,0.973686225857342,0.9736731262945999,0.9736733287388009
5,0.3623961134562417,0.02,0.9775615853116546,0.9775613043544854,0.976015258044753,0.9760165403170228
6,0.33467025037795783,0.02,0.9821716175749888,0.9821715756099803,0.9796012389260048,0.9796002756719504
7,0.31641407571141683,0.02,0.9852812313819181,0.9852808283171745,0.980423279458529,0.9804272915230875
8,0.29388518797026736,0.02,0.9885128461762064,0.9885126131507604,0.985524489210452,0.9855272226051
9,0.2865750063506384,0.02,0.988834405975083,0.9888342599825392,0.9840080447530415,0.9840110268780151
10,0.2796694605596481,0.019,0.989860735246071,0.9898604665410712,0.984419216967646,0.9844245348035837
11,0.26357175622667595,0.019,0.9921120742465083,0.9921119943635222,0.9886956511168811,0.988697450034459
12,0.2543407342736683,0.019,0.992204019794024,0.992203893458316,0.9859396120819598,0.9859407305306686
13,0.2535795969149422,0.019,0.9928319784174391,0.9928318706060746,0.9881449903239296,0.9881461061337009
14,0.24669002398612008,0.019,0.9932607911303458,0.9932607330484461,0.9886965628069356,0.988697450034459
15,0.24470748243823884,0.019,0.9928317682132888,0.9928318706060746,0.9884233596872538,0.9884217780840799
16,0.24606958362791273,0.019,0.9935673175788325,0.9935670633644259,0.9899346379010221,0.9899379738111647
17,0.23828672322015915,0.019,0.9945167459136313,0.994516687343963,0.9893854965914948,0.9893866299104066
18,0.2287698977050327,0.019,0.99422581210872,0.9942256735437822,0.988283567212222,0.9882839421088904
19,0.23572382094368102,0.019,0.9947312855245014,0.9947311185651488,0.9910380867637192,0.9910406616126809
20,0.22784790751479922,0.01805,0.9948077848206178,0.9948077011441437,0.9899373729711857,0.9899379738111647
21,0.2237920593174677,0.01805,0.9940419472892073,0.9940418753541944,0.9903497607725297,0.9903514817367333
22,0.22123907246286906,0.01805,0.9950527664968217,0.9950527653969276,0.9884230557905689,0.9884217780840799
23,0.2226692447586665,0.01805,0.9947921358723593,0.9947923846283447,0.9882869100757554,0.9882839421088904
24,0.21652257016726903,0.01805,0.9953744839488111,0.9953744122287063,0.9895246812731568,0.9895244658855962
25,0.2223439576133849,0.01805,0.995619514422407,0.99561947648149,0.990211791677607,0.9902136457615438
26,0.2167420330501738,0.01805,0.9960483947009335,0.9960483389238616,0.9900747342727387,0.9900758097863542
27,0.2202072926456966,0.01805,0.9955430151262906,0.9955428939024951,0.9906256989623752,0.9906271536871123
28,0.21779957177147033,0.01805,0.9961557527170388,0.9961555545344545,0.99131311326351,0.9913163335630599
29,0.21156566814770775,0.01805,0.9955890010378079,0.9955888434498921,0.9902111838842372,0.9902136457615438
30,0.20869248324916476,0.0171475,0.9966150938291268,0.9966150500084241,0.9922816319981329,0.9922811853893866
31,0.2070110993725913,0.0171475,0.9969368000201796,0.9969366968402028,0.9911781831354358,0.9911784975878705
32,0.2061300597020558,0.0171475,0.9967989924314494,0.9967988481980119,0.992141839523101,0.9921433494141971
33,0.2054306079470922,0.0171475,0.995573551032763,0.9955735269340931,0.9903515841526388,0.9903514817367333
34,0.20506488378085788,0.0171475,0.9962782379246725,0.9962780866608464,0.9900759498594782,0.9900758097863542
35,0.20150321438198998,0.0171475,0.9947768172449083,0.9947770681125457,0.9874603110929583,0.9874569262577533
36,0.2023167565228447,0.0171475,0.9958643346918528,0.9958645407342738,0.9899422353181434,0.9899379738111647
37,0.1967632155569773,0.0171475,0.9969826357858752,0.9969826463875997,0.9915923943168888,0.991592005513439
38,0.19673369209917765,0.0171475,0.9958185289553214,0.9958185911868768,0.9902151345411403,0.9902136457615438
39,0.19687717963778784,0.0171475,0.9959719592167914,0.9959717563448667,0.9909013332555358,0.9909028256374914
40,0.1968254650396014,0.016290125,0.997120593520427,0.9971204950297906,0.9909022449455904,0.9909028256374914
