feature_name
Irf4
Prss35
Tbx3
Wnk1
St6gal1
Epb41l2
Slc16a14
Tnfsf8
Actb
mt-Co1
Gm17042
Rtl4
Tek
Mrps6
Dnm3
Krt20
Atp1a1
Myo1b
Cacnb2
Col6a3
Ces1g
Flt1
Hsph1
Htr4
Npr3
Aspm
Elf5
Sv2c
Rp1
Dach1
Dsp
Sgcd
Ckap2
Sgcz
Fst
Angpt1
Klra13-ps
Slc12a2
Ldb2
Svep1
mt-Nd6
Ncam1
Slc5a3
Wnt4
Ighv3-6
Ppl
Naaladl2
Kcnd2
Ces1d
Gm45193
Gbp11
Dpp6
Adgra1
Gm49711
Rerg
Kctd8
Kcnip4
Lgr5
Slc13a1
Ighv1-39
Pak3
Nlgn1
Adgrl4
Snx31
Bmpr1b
Slc2a9
Dnah12
Pla2g2d
Dcn
Napsa
Aacs
Tmtc2
Cyp4b1
Nphs1
Plce1
Aqp2
Aadat
4930469K13Rik
Npas3
Lhfpl3
Sorbs2
Crisp1
Gm5820
Ikzf1
Frmpd4
Adamtsl1
Opcml
Clec9a
Carmn
Shisa9
Gucy1a2
Car12
Kdr
Slc14a1
Adgrg3
Igf1
Meis2
Cdh13
Ighv1-64
Ranbp3l
Acta2
Cenpf
Abcc4
Cped1
Tiam1
Nrxn3
Clu
Ccbe1
Slc26a7
Itga4
Scin
Bgn
Cryab
Cdk14
Bcam
Ccdc170
Fosb
Wdfy4
Stk32a
C7
Ttr
Rnf24
Gm49291
Mpz
Mir351
Rcan2
Alb
Slc22a30
Gm12153
Gria4
Ikzf3
Gm29683
Rorb
Dlc1
Epp13
Hepacam2
Aff3
Gclc
Mettl7a2
Lrrc4c
Plcg2
Gm47782
Grhl3
Kit
Vcan
Exoc3l2
Gm40847
Tnn
Tfcp2l1
Pcdh7
Ugt1a10
Tmtc1
Slc7a8
Robo1
Mef2c
Lcp2
Tmem52b
Ptchd4
Slc12a3
C3
Ddn
Ighv1-18
Runx1
Olfr523
Meg3
Grm8
Pde10a
Syn2
Syt17
Trpm6
Dcstamp
Mecom
Myh11
Klra14-ps
Vwc2
Cyp2j13
Prkar2b
Cnnm2
Egfem1
Epsti1
Rnf150
Il7r
Cav1
mt-Rnr1
Trpm3
Ror2
Ces5a
Thsd4
Ak5
mt-Nd5
H2-M2
Iigp1
Kcnq5
Osmr
Ighg2b
mt-Rnr2
Calb1
Prkd1
Lhfp
Atp6v1b1
Gm10283
Chrna7
Pknox2
Krt5
Pgm5
Tenm4
Krt19
Myo5a
Daam2
Ehd4
Havcr1
Nckap5
Gphn
Arhgap26-1
Atp2b2
Kirrel
4921539H07Rik
Ren1
Gm2115
Ripor2
Slc26a4
Mir6236
C1qtnf7
Arnt2
Gbp6
Dock2
1810046K07Rik
Adam23
Psd3
Slc22a19
Cdk8
Kif4
Csmd1
Grem2
Nebl
Ighg1
Bank1
Aqp4
6530403H02Rik
Fam107a
Mmp7
Clca3a2
Ctnna3
mt-Nd1
Phactr1
Plin1
Sntg1
Fbxl7
Gm16553
Prdm16
Nudt4
Kynu
Kcnq1
Vim
Plec
Ankrd1
Spock3
Gm4951
Tmem163
Keg1
Stc1
Slc8a1
Cpa3
Krt18
Kcnj1
Adgrf1
Grpr
Hsd17b2
Irag1
Slc16a10
Nrxn1
Cacna1e
Iqgap3
Rftn1
G6pc
Ptprb
Slc1a3
Ipcef1
Hmgcs2
Capn13
4930533I22Rik
Hmga2
Cyyr1
Enox1
Pigr
Egfl6
Sox5
Kcnab1
4930578G10Rik
Apob
Ptger3
Acox2
Pik3ap1
ENSMUSG00002075079
Ivl
Efna5
Slc18a1
Scube2
Fhl2
Wt1
Atf3
Tox3
Sparc
Scart1
Cacna2d1
D10Wsu102e
Ccl5
Card11
Cntn1
Slc22a26
Cd74
Tbc1d9
Erbb4
Mep1b
4930414F18Rik
Acsm1
Areg
Ccdc3
Niban1
Vcam1
Gm42397
Tshr
Fbn1
Gbp10
Mrc1
Rgs1
Mug1
Stk32b
Upk3a
Gm9973
Samd4
Mmrn1
Kif26b
Samd12
Pappa2
Synpo
Tpx2
Sostdc1
Lyz1
mt-Cytb
Gldc
Ucp1
Hdc
Col3a1
Sptssb
Igkv3-2
Mafb
Cfh
Frem1
Adamts5
Lepr
Cyp2d12
mt-Nd2
Entpd1
Gabra3
Mmp3
Akr1d1
Colec12
Fyb
Cidec
Klri1
Nrp2
Lef1
Tmem45b
Gm30211
St6galnac3
Rap1gap2
Gm7812
Col1a2
Pde4b
Mki67
Gm15441
Sgms2
Kctd1
Gm6300
Por
4932411K12Rik
Nek10
Cadps2
Malrd1
Pou2af1
4930511E03Rik
Gbp2
Dscam
Il34
Mcc
Iglc1
Slc36a2
Fn1
Rsad2
Epb41l3
Dapk2
Ephb2
Sgip1
Muc4
Sctr
Kcnt1
Fcrl5
Grid2
Heg1
Syk
Fbln5
Gm13986
Scnn1b
Bcat1
Grip1
Clstn2
Xirp2
Sfrp1
Wnt11
Dscaml1
Syne1
Cd22
Mgat4c
S100g
Scnn1g
AI838599
Fmo5
S100a9
Hacd4
Dkk2
Cybb
Gas7
Prickle2
Shank3
Hba-a2
Sntg2
Ahsg
Mme
9230110F11Rik
Sema3g
Cyp2c70
Tldc2
Ptpn14
Itk
Pappa
Pax5
D5Ertd615e
Nes
Plat
Ms4a1
Fgf13
Ntng1
Rapgef5
Nrip3
Snord67
Gm19951
Nlrp1b
C630028M04Rik
Il23r
ENSMUSG00002075914
Sfrp4
Ighv1-26
Gm45455
Chsy3
Lingo2
Chst8
Ppp2r2b
Hs3st4
Flt3
Hs6st3
Adgre4
Satb2
Gm42047
C8a
Gramd1b
Adgrb3
Timd4
Gm12121
Siglech
Mctp1
Scel
Fyn
Wt1os
Serpine1
Ltbp2
Gzma
Tyw3
Col26a1
Nphs2
Acvr1c
Tmem72
Nrg2
Stox2
Igfbp2
Pde3a
Gm48099
Igf2
Atp6v0d2
Itga2
Dlgap1
ENSMUSG00002076091
Plet1
Akap12
St6galnac5
Robo2
Npnt
Gm15987
Fos
Slco1a1
Top2a
Egf
Gm30551
Ntrk3
Emcn
Arhgap26
Aldh1a3
7SK-43
Ighd
Cdkn1c
Ralyl
Hao2
Nupr1
Stab2
Grk5
Gm29266
Ankfn1
Agps
Lrp1
Mmp12
Itga8
Fmnl2
Ano4
Xkr4
Slc7a10
Inpp4b
Col14a1
Gm11149
Slc5a12
Ebf2
Krt15
Ccl21a
Gpnmb
Ehf
Alcam
Nr3c2
Runx1t1
Car1
Cyp4a14
Gpc3
Adamts16
Aldh3a1
Atp10b
Klra8
Tmem117
Pid1
Atp6v1c2
Lyve1
Tafa2
Gm35154
Kcnb2
Slc7a12
Cacna1c
Adgrf5
Diaph3
Muc20
Ptprm
Basp1
Col15a1
Rbfox1
Kap
Ighg3
Igkc
Spon1
Ehhadh
Smarca2
Adrb3
Rgs7
Esco2
Clec2h
Acer2
Knl1
Klhl29
Col12a1
Snhg11
Cd36
Gm11100
Ly86
Sirpb1a
Dst
Maml2
Kng2
Chrm3
Col8a1
Cemip
Ighv1-53
Pparg
Nbea
Chst11
Lars2
Dysf
Gm4841
Skap1
Ifitm7
Fmo3
Pcsk6
Anks1b
Lpl
Tll1
Dgkb
Flrt2
Ntm
Abca8a
Hdac9
Zbtb7c
Eln
Kcnh8
Esrrb
Slc5a8
Bglap3
Igkv4-55
Rgs5
Ciita
Slc14a2
Hsd11b2
Prlr
Gm6040
Elmo1
Cyp2e1
Sim1
Slc6a18
Arhgap28
Nkain3
Ighg2c
Ifng
Jchain
Grm7
Ighj4
Tfap2b
Grap2
Neil3
Hs6st2
Prkch
Runx2
Zbtb16
Rmst
Ctnnd2
Alk
Slc9a9
Chst9
Lnx1
Cxcl2
Npy1r
Prkcb
Ugt2b37
Il1b
Rdh16f2
Col4a6
Col5a2
Ttc6
Nrg1
Lyz2
Htr7
Insrr
Il1rapl1
Igha
Tsc22d1
Cadps
Unc5c
Tet2
Abcc3
Gm16004
Hsp90ab1
Muc1
Gm13936
Icos
Plxnc1
Pdgfrb
Cd83
Rbms3
Pde1c
Ptger1
Pdgfd
Msln
Rhcg
Synpr
B3galt1
Tcerg1l
Lmx1b
Upk1b
Plcxd3
Rtn1
Slco2b1
Rad51b
Eda
Hexb
Hmgcr
Kctd16
Gm31392
Plxna4
Hs3st5
A2m
Kcnh1
Upk2
Kirrel3
Gm26640
Aqp3
Piezo2
Kcnmb2
Bmp3
Inpp5d
Frmd5
Ets1
Slc2a13
AW822252
Ngf
Gm37245
Tafa1
Gm6614
Nkx3-1
Notch3
Epha6
Gpc5
Tbck
Car3
Myom2
Gm15564
Cyp51
Ahnak
Tmem150c
Syt7
Sh3pxd2a
Tnc
Gm36723
Cntnap5a
Cacnb4
Atp6v1g3
Ctnna2
Slamf6
Prkg1
Kyat3
Itgax
Dnase1l3
5430431A17Rik
Ankrd31
Nos1
Il2ra
Klk1
Esr1
Slc6a15
Itga9
Cadm2
Tmem207
Kpna1
Rgs6
Slc7a13
Stac
Iglc2
Myh10
Dio2
Mpv17l
Umod
Ighv1-55
Cyp7b1
Tox
Fstl4
Cd86
Mylk
Mx1
Pde8b
Sorcs3
Adarb2
Rasgrf2
Sncaip
Cenpp
Astn2
Prox1
Dock10
Ncr1
ENSMUSG00002075553
Plpp1
Tshz2
Srgap3
Phgr1
Sprr1a
Acadm
Syt8
Gm26740
Corin
Scd2
Slc16a7
Gm2682
Gsdmc3
Megf11
Cxcl9
Cpe
Trpv5
Slc4a11
mt-Nd4
Fli1
Grin3a
Serpina6
Abca13
Atp11a
Atp8b4
Gpm6a
Irs1
Thbs1
Maml3
Dclk1
Gcnt3
Ighv1-72
Slc5a10
Tenm3
Bcl11a
Cp
Kcnma1
Magi2
Filip1l
Akr1b3
Epcam
Csf3r
Defb1
Nox4
Tenm2
Cps1
Creb5
Wscd2
Slit2
Nr4a3
Stk39
Fxyd2
Casr
Krt14
Adgrl3
Parm1
Srgap1
Cndp2
Cd209a
Ugt8a
Plbd1
Myo1f
L1cam
Cwh43
Apol7c
Cd226
Gm43158
Cdh19
Pip4k2a
Cyp3a25
Pcdh9
Gulp1
Ptprc
Arhgap15
Gm33906
Gpr39
Frmpd3
Cd247
Atp2b4
5430437J10Rik
Sytl2
D030045P18Rik
Negr1
Sox2ot
Ccl28
Igfbp3
Defb23
Il31ra
Tmcc3
Pde1a
Gm20400
Cyp24a1
Abcb5
Igfbp5
Tnfaip8
Themis
Lockd
Gm49385
Sult2a3
Mcoln3
Styk1
Lama2
Il12b
Ceacam2
Eva1c
Aqp6
Spp1
Ighv1-22
Crot
Slit3
Gbp5
Rapgef4
Scd1
