epoch,loss,lr,train_balanced_accuracy,train_accuracy,valid_balanced_accuracy,valid_accuracy
0,0.1054552806770965,0.02,0.9975617639144618,0.9977108417723202,0.9970350285231672,0.9972491328788422
1,0.1019730697041505,0.02,0.9979249650637758,0.998029795603753,0.9974745299825221,0.9975780409041981
2,0.10227136666031733,0.02,0.998137842208136,0.9982258193126545,0.9979748383778821,0.9980564525774429
3,0.0989013634213846,0.02,0.9983659807462884,0.9984218430215559,0.9977444554828625,0.9978471474703983
4,0.09926459341220659,0.02,0.9984175336754533,0.9984683571219732,0.9979606378598229,0.9980564525774429
5,0.09807416000594832,0.02,0.9985716151589475,0.9986178667304575,0.9979473296973425,0.9979966511182873
6,0.09735383195419835,0.02,0.9985824578881193,0.9986211891662016,0.99798784683033,0.998026551847865
7,0.09569524917496394,0.02,0.9986225812799476,0.9986677032666188,0.998066914839969,0.9981162540365985
8,0.099321401410111,0.02,0.9987051928490642,0.9987574090317093,0.9978659017899874,0.9979368496591317
9,0.09736804363049872,0.02,0.9987020707603055,0.9987275071100126,0.9980368246025055,0.9980863533070208
10,0.0953556906482945,0.02,0.9987769011154866,0.9988138904393589,0.99820477221672,0.9982657576844876
11,0.09499663663135001,0.02,0.9987428979490174,0.9987873109534061,0.9980552076662337,0.9981162540365984
12,0.09711528099971274,0.02,0.9987169897751556,0.9987740212104297,0.9978277999695178,0.9978770481999761
13,0.09477424886945175,0.02,0.9988896789468859,0.9989135635116817,0.9982485970368231,0.9982657576844876
14,0.09462027272132977,0.02,0.9989286878086041,0.9989667224835872,0.9979770874459942,0.998026551847865
15,0.0973987046578159,0.02,0.9988476828782986,0.9988736942827525,0.9979874589267164,0.998026551847865
16,0.09591750718959388,0.02,0.9986396116238382,0.9987075724955479,0.9978251629977919,0.9979069489295539
17,0.09323851345744853,0.02,0.9990817092185222,0.9991095872205832,0.9981670028850622,0.9982059562253319
18,0.09598186744810785,0.02,0.9988247894910908,0.9988703718470084,0.9977078823380794,0.9977574452816649
19,0.09383900065536366,0.02,0.9990232048881797,0.99906639555591,0.9980667485955632,0.9981162540365985
20,0.0932106682903146,0.02,0.9990079356515602,0.9990298487627249,0.9979873480971124,0.998026551847865
